OID_,Class,Order_,Family,Genus,Species,Subspecies,Longitude,Latitude,Locality,Country,Year,Season_Month,Habitat,Sampling_Area,Sampling_Area_unit,Density,Density_unit,Sampling_Method,Method_info,land_type,scientificName
551,Mammalia,Primates,Lemuridae,Lemur,catta,,46.055000000000000,-24.550000000000001,Berenty Reserve,Madagascar,1972,,,1,km2,153.000000000000000,ind/km2,Census,,big island,Lemur catta
552,Mammalia,Primates,Lemuridae,Lemur,catta,,46.055000000000000,-24.550000000000001,Berenty Reserve,Madagascar,1975,,,1,km2,155.000000000000000,ind/km2,Census,,big island,Lemur catta
553,Mammalia,Primates,Lemuridae,Lemur,catta,,46.055000000000000,-24.550000000000001,Berenty Reserve,Madagascar,1983,,,1,km2,109.000000000000000,ind/km2,Census,,big island,Lemur catta
554,Mammalia,Primates,Lemuridae,Lemur,catta,,46.055000000000000,-24.550000000000001,Berenty Reserve,Madagascar,1984,,,1,km2,125.000000000000000,ind/km2,Census,,big island,Lemur catta
555,Mammalia,Primates,Lemuridae,Lemur,catta,,46.055000000000000,-24.550000000000001,Berenty Reserve,Madagascar,1985,,,1,km2,105.000000000000000,ind/km2,Census,,big island,Lemur catta
556,Mammalia,Primates,Lemuridae,Lemur,catta,,44.628000000000000,-23.651000000000000,Beza-Mahafaly,Madagascar,1987,,,0.8,km2,117.250000000000000,ind/km2,Census,,big island,Lemur catta
557,Mammalia,Primates,Lemuridae,Lemur,catta,,44.628000000000000,-23.651000000000000,Beza-Mahafaly,Madagascar,1988,,,0.8,km2,123.500000000000000,ind/km2,Census,,big island,Lemur catta
558,Mammalia,Primates,Lemuridae,Lemur,catta,,44.628000000000000,-23.651000000000000,Beza-Mahafaly,Madagascar,1989,,,0.8,km2,129.750000000000000,ind/km2,Census,,big island,Lemur catta
559,Mammalia,Primates,Lemuridae,Lemur,catta,,44.628000000000000,-23.651000000000000,Beza-Mahafaly,Madagascar,1990,,,0.8,km2,129.750000000000000,ind/km2,Census,,big island,Lemur catta
560,Mammalia,Primates,Lemuridae,Lemur,catta,,44.628000000000000,-23.651000000000000,Beza-Mahafaly,Madagascar,1991,,,0.8,km2,142.250000000000000,ind/km2,Census,,big island,Lemur catta
561,Mammalia,Primates,Lemuridae,Lemur,catta,,44.628000000000000,-23.651000000000000,Beza-Mahafaly,Madagascar,1992,,,0.8,km2,138.500000000000000,ind/km2,Census,,big island,Lemur catta
562,Mammalia,Primates,Lemuridae,Lemur,catta,,46.055000000000000,-24.550000000000001,Berenty Reserve,Madagascar,1992,,,1,km2,236.000000000000000,ind/km2,Census,,big island,Lemur catta
563,Mammalia,Primates,Lemuridae,Lemur,catta,,44.628000000000000,-23.651000000000000,Beza-Mahafaly,Madagascar,1993,,,0.8,km2,123.500000000000000,ind/km2,Census,,big island,Lemur catta
564,Mammalia,Primates,Lemuridae,Lemur,catta,,46.055000000000000,-24.550000000000001,Berenty Reserve,Madagascar,1993,,,1,km2,243.000000000000000,ind/km2,Census,,big island,Lemur catta
565,Mammalia,Primates,Lemuridae,Lemur,catta,,44.628000000000000,-23.651000000000000,Beza-Mahafaly,Madagascar,1994,,,0.8,km2,99.750000000000000,ind/km2,Census,,big island,Lemur catta
566,Mammalia,Primates,Lemuridae,Lemur,catta,,46.055000000000000,-24.550000000000001,Berenty Reserve,Madagascar,1994,,,1,km2,226.000000000000000,ind/km2,Census,,big island,Lemur catta
567,Mammalia,Primates,Lemuridae,Lemur,catta,,44.628000000000000,-23.651000000000000,Beza-Mahafaly,Madagascar,1995,,,0.8,km2,107.250000000000000,ind/km2,Census,,big island,Lemur catta
568,Mammalia,Primates,Lemuridae,Lemur,catta,,44.628000000000000,-23.651000000000000,Beza-Mahafaly,Madagascar,1995,,,0.8,km2,102.250000000000000,ind/km2,Census,,big island,Lemur catta
569,Mammalia,Primates,Lemuridae,Lemur,catta,,46.055000000000000,-24.550000000000001,Berenty Reserve,Madagascar,1995,,,1,km2,236.000000000000000,ind/km2,Census,,big island,Lemur catta
570,Mammalia,Primates,Lemuridae,Lemur,catta,,46.055000000000000,-24.550000000000001,Berenty Reserve,Madagascar,1996,,,1,km2,264.000000000000000,ind/km2,Census,,big island,Lemur catta
571,Mammalia,Primates,Lemuridae,Lemur,catta,,46.055000000000000,-24.550000000000001,Berenty Reserve,Madagascar,1997,,,1,km2,282.000000000000000,ind/km2,Census,,big island,Lemur catta
572,Mammalia,Primates,Lemuridae,Lemur,catta,,46.055000000000000,-24.550000000000001,Berenty Reserve,Madagascar,1998,,,1,km2,262.000000000000000,ind/km2,Census,,big island,Lemur catta
573,Mammalia,Primates,Lemuridae,Lemur,catta,,46.055000000000000,-24.550000000000001,Berenty Reserve,Madagascar,1999,,,1,km2,266.000000000000000,ind/km2,Census,,big island,Lemur catta
574,Mammalia,Primates,Lemuridae,Lemur,catta,,46.055000000000000,-24.550000000000001,Berenty Reserve,Madagascar,2000,,,1,km2,271.000000000000000,ind/km2,Census,,big island,Lemur catta
575,Mammalia,Primates,Lemuridae,Varecia,rubra,,50.100000000000001,-15.136111110000000,Masoala,Madagascar,1995,,,NA,NA,31.300000000000001,ind/km2,Distance_sampling,,big island,Varecia rubra
576,Mammalia,Primates,Lemuridae,Varecia,rubra,,50.149999999999999,-15.733333330000001,Masoala,Madagascar,1993-1994,,,NA,NA,42.399999999999999,ind/km2,,,big island,Varecia rubra
577,Mammalia,Primates,Lemuridae,Varecia,variegata,,49.768333329999997,-15.486666670000000,Nosy Mangabe,Madagascar,1983,,,8,km2,175.000000000000000,ind/km2,Census,,big island,Varecia variegata
578,Mammalia,Primates,Lemuridae,Varecia,variegata,,47.411583329999999,-21.245541670000001,Ranomafana,Madagascar,1988,,,NA,NA,16.199999999999999,ind/km2,,,big island,Varecia variegata
579,Mammalia,Primates,Lemuridae,Varecia,variegata,,47.409999999999997,-21.280000000000001,Ranomafana,Madagascar,1990,,,NA,NA,1.000000000000000,ind/km2,,,big island,Varecia variegata
580,Mammalia,Primates,Lemuridae,Varecia,variegata,variegata,48.799999999999997,-16.283000000000001,Anjiabolo (The Réserve Spéciale de Marotandrano),Madagascar,2004,16-23 November,Rainforest,NA,NA,27.000000000000000,ind/km2,Incomplete_counts,Counts along transects,big island,Varecia variegata
581,Mammalia,Primates,Lemuridae,Varecia,variegata,variegata,48.816000000000003,-16.283000000000001,Riamalandy (The Réserve Spéciale de Marotandrano),Madagascar,2004,24-30 November,Rainforest,NA,NA,37.000000000000000,ind/km2,Incomplete_counts,Counts along transects,big island,Varecia variegata
582,Mammalia,Primates,Lepilemuridae,Lepilemur,ankaranensis,,49.087000000000003,-12.928000000000001,Ankarana,Madagascar,1987,,,NA,NA,163.000000000000000,ind/km2,Distance_sampling,,big island,Lepilemur ankaranensis
583,Mammalia,Primates,Lepilemuridae,Lepilemur,ankaranensis,,49.064000000000000,-12.944000000000001,Ankarana,Madagascar,1987,,,0.015,km2,400.000000000000000,ind/km2,Distance_sampling,,big island,Lepilemur ankaranensis
584,Mammalia,Primates,Lepilemuridae,Lepilemur,ankaranensis,,49.107999999999997,-12.911000000000000,Ankarana,Madagascar,1987,,,NA,NA,387.000000000000000,ind/km2,Distance_sampling,,big island,Lepilemur ankaranensis
585,Mammalia,Primates,Lepilemuridae,Lepilemur,ankaranensis,,49.500000000000000,-12.750000000000000,Analamera,Madagascar,1987,,,NA,NA,146.000000000000000,ind/km2,Distance_sampling,,big island,Lepilemur ankaranensis
586,Mammalia,Primates,Lepilemuridae,Lepilemur,ankaranensis,,49.119999999999997,-12.901000000000000,Ankarana,Madagascar,1987,,,NA,NA,564.000000000000000,ind/km2,Distance_sampling,,big island,Lepilemur ankaranensis
587,Mammalia,Primates,Lepilemuridae,Lepilemur,ankaranensis,,49.100999999999999,-12.887000000000000,Ankarana,Madagascar,1987,,,NA,NA,34.000000000000000,ind/km2,Distance_sampling,,big island,Lepilemur ankaranensis
588,Mammalia,Primates,Lepilemuridae,Lepilemur,edwardsi,,44.549999999999997,-18.600000000000001,Tsimembo forest (Bemaraha),Madagascar,1993,March - September,Dry forest,NA,NA,573.000000000000000,ind/km2,Incomplete_counts,Counts along transects,big island,Lepilemur edwardsi
589,Mammalia,Primates,Lepilemuridae,Lepilemur,edwardsi,,44.549999999999997,-18.600000000000001,Antsingy forest (Bemaraha),Madagascar,1993,March - September,Dry forest,NA,NA,430.000000000000000,ind/km2,Incomplete_counts,Counts along transects,big island,Lepilemur edwardsi
590,Mammalia,Primates,Lepilemuridae,Lepilemur,edwardsi,,45.916666669999998,-16.050000000000001,Anjamena,Madagascar,1995,,,0.048,km2,110.400000000000006,ind/km2,Distance_sampling,,big island,Lepilemur edwardsi
591,Mammalia,Primates,Lepilemuridae,Lepilemur,edwardsi,,46.799999999999997,-16.283333330000001,Ankarafantsika,Madagascar,,,,NA,NA,57.000000000000000,ind/km2,Incomplete_counts,Counts along transects,big island,Lepilemur edwardsi
592,Mammalia,Primates,Lepilemuridae,Lepilemur,microdon,,48.416699999999999,-18.933000000000000,Analamazaotra,Madagascar,,,,NA,NA,13.000000000000000,ind/km2,Incomplete_counts,Counts along transects,big island,Lepilemur microdon
593,Mammalia,Primates,Lepilemuridae,Lepilemur,mustelinus,,50.100000000000001,-15.136111110000000,Masoala,Madagascar,1995,,,NA,NA,33.000000000000000,ind/km2,Distance_sampling,,big island,Lepilemur mustelinus
594,Mammalia,Primates,Lepilemuridae,Lepilemur,mustelinus,,48.950000000000003,-14.183333330000000,Marojejy,Madagascar,1996,,,0.37,km2,18.000000000000000,ind/km2,Incomplete_counts,,big island,Lepilemur mustelinus
595,Mammalia,Primates,Lepilemuridae,Lepilemur,mustelinus,,48.950000000000003,-14.183333330000000,Marojejy,Madagascar,1996,,,0.04,km2,18.000000000000000,ind/km2,Incomplete_counts,,big island,Lepilemur mustelinus
596,Mammalia,Primates,Lepilemuridae,Lepilemur,mustelinus,,48.816000000000003,-16.283000000000001,Riamalandy (The Réserve Spéciale de Marotandrano),Madagascar,2004,24-30 November,Rainforest,NA,NA,75.000000000000000,ind/km2,Incomplete_counts,Counts along transects,big island,Lepilemur mustelinus
597,Mammalia,Primates,Lepilemuridae,Lepilemur,mustelinus,,48.799999999999997,-16.283000000000001,Anjiabolo (The Réserve Spéciale de Marotandrano),Madagascar,2004,16-23 November,Rainforest,NA,NA,38.000000000000000,ind/km2,Incomplete_counts,Counts along transects,big island,Lepilemur mustelinus
598,Mammalia,Primates,Lepilemuridae,Lepilemur,ruficaudatus,,44.649999999999999,-20.050000000000001,Kirindy Forest; CFPF,Madagascar,1990,,,0.06,km2,208.000000000000000,ind/km2,Distance_sampling,,big island,Lepilemur ruficaudatus
599,Mammalia,Primates,Lepilemuridae,Lepilemur,ruficaudatus,,44.649999999999999,-20.050000000000001,Kirindy Forest; CFPF,Madagascar,1990,,,0.05,km2,357.000000000000000,ind/km2,Distance_sampling,,big island,Lepilemur ruficaudatus
600,Mammalia,Primates,Lepilemuridae,Lepilemur,ruficaudatus,,44.833333330000002,-20.399999999999999,Manamby,Madagascar,1993,,,NA,NA,19.000000000000000,ind/km2,Distance_sampling,,big island,Lepilemur ruficaudatus
601,Mammalia,Primates,Lepilemuridae,Lepilemur,ruficaudatus,,44.816666669999996,-20.466666669999999,Manamby,Madagascar,1993,,,NA,NA,59.000000000000000,ind/km2,Distance_sampling,,big island,Lepilemur ruficaudatus
602,Mammalia,Primates,Lepilemuridae,Lepilemur,ruficaudatus,,44.833333330000002,-20.433333330000000,Manamby,Madagascar,1993,,,NA,NA,11.000000000000000,ind/km2,Distance_sampling,,big island,Lepilemur ruficaudatus
603,Mammalia,Primates,Lepilemuridae,Lepilemur,ruficaudatus,,44.649999999999999,-20.050000000000001,Kirindy Forest; CFPF,Madagascar,1993,,,NA,NA,224.000000000000000,ind/km2,Distance_sampling,,big island,Lepilemur ruficaudatus
604,Mammalia,Primates,Tarsiidae,Tarsius,bancanus,saltatus,108.099999999999994,-2.730000000000000,Belitung Island,Indonesia,2006,February-May,Tropical forest,NA,NA,25.500000000000000,ind/km2,Census,,big island,Tarsius bancanus
605,Mammalia,Primates,Tarsiidae,Tarsius,bancanus,,110.333333300000007,1.533333333000000,Semongok (Sarawak),Malaysia,1971-1972,,,0.025,km2,77.500000000000000,ind/km2,Home_range,Home Range extrapolation,big island,Tarsius bancanus
606,Mammalia,Primates,Tarsiidae,Tarsius,sangirensis,,125.540000000000006,3.540000000000000,Sangihe Island,Indonesia,1998-1999,October 1998 - 28 February 1999,Secondary tropical forest,NA,NA,21.500000000000000,ind/km2,Distance_sampling,Variable circular plot surveys and DISTANCE analysis,big island,Tarsius sangirensis
607,Mammalia,Primates,Tarsiidae,Tarsius,sangirensis,,125.540000000000006,3.540000000000000,Sangihe Island,Indonesia,1998-1999,October 1998 - 28 February 1999,Primary tropical forest,NA,NA,66.900000000000006,ind/km2,Distance_sampling,Variable circular plot surveys and DISTANCE analysis,big island,Tarsius sangirensis
608,Mammalia,Primates,Tarsiidae,Tarsius,tarsier,,124.583333300000007,1.316666667000000,Manembo-nembo (Sulawesi),Indonesia,1977,,,NA,NA,500.000000000000000,ind/km2,Census,audio census,big island,Tarsius tarsier
609,Mammalia,Primates,Tarsiidae,Tarsius,tarsier,,124.420000000000002,0.750000000000000,Gunung Ambang (Sulawesi),Indonesia,1977,,,NA,NA,300.000000000000000,ind/km2,Census,audio census,big island,Tarsius tarsier
610,Mammalia,Primates,Tarsiidae,Tarsius,tarsier,,121.883333300000004,0.566666667000000,Panua (Sulawesi),Indonesia,1977,,,NA,NA,400.000000000000000,ind/km2,Census,audio census,big island,Tarsius tarsier
611,Mammalia,Primates,Tarsiidae,Tarsius,tarsier,,123.132999999999996,0.550000000000000,Dumoga-bone (Sulawesi),Indonesia,1977,,,NA,NA,800.000000000000000,ind/km2,Census,audio census,big island,Tarsius tarsier
612,Mammalia,Primates,Tarsiidae,Tarsius,tarsier,,124.000000000000000,0.730000000000000,Dumoga-bone (Sulawesi),Indonesia,1977,,,NA,NA,500.000000000000000,ind/km2,Census,audio census,big island,Tarsius tarsier
613,Mammalia,Primates,Tarsiidae,Tarsius,tarsier,,121.712000000000003,0.527000000000000,Tanjong Panjang (Sulawesi),Indonesia,1977,,,NA,NA,400.000000000000000,ind/km2,Census,audio census,big island,Tarsius tarsier
614,Mammalia,Primates,Tarsiidae,Tarsius,tarsier,,124.420000000000002,0.750000000000000,Gunung Ambang (Sulawesi),Indonesia,1977,,,NA,NA,600.000000000000000,ind/km2,Census,audio census,big island,Tarsius tarsier
615,Mammalia,Primates,Tarsiidae,Tarsius,tarsier,,123.132999999999996,0.550000000000000,Dumoga-bone (Sulawesi),Indonesia,1977,,,NA,NA,600.000000000000000,ind/km2,Census,audio census,big island,Tarsius tarsier
616,Mammalia,Primates,Tarsiidae,Tarsius,tarsier,,125.188999999999993,1.500000000000000,Tangkoko-Dua Saudara (Sulawesi),Indonesia,1976-1977,,,0.03,km2,700.000000000000000,ind/km2,Census,audio census,big island,Tarsius tarsier
617,Mammalia,Primates,Tarsiidae,Tarsius,tarsier,,125.188999999999993,1.500000000000000,Tangkoko-Dua Saudara (Sulawesi),Indonesia,1976-1977,,,NA,NA,1000.000000000000000,ind/km2,Census,audio census,big island,Tarsius tarsier
618,Mammalia,Primates,Tarsiidae,Tarsius,tarsier,,125.188999999999993,1.500000000000000,Tangkoko-Dua Saudara (Sulawesi),Indonesia,1976-1977,,,NA,NA,500.000000000000000,ind/km2,Census,audio census,big island,Tarsius tarsier
619,Mammalia,Primates,Tarsiidae,Tarsius,tarsier,,125.188999999999993,1.500000000000000,Tangkoko-Dua Saudara (Sulawesi),Indonesia,1976-1977,,,NA,NA,500.000000000000000,ind/km2,Census,audio census,big island,Tarsius tarsier
620,Mammalia,Primates,Tarsiidae,Tarsius,tarsier,,125.188999999999993,1.500000000000000,Tangkoko-Dua Saudara (Sulawesi),Indonesia,1976-1977,,,NA,NA,300.000000000000000,ind/km2,Census,audio census,big island,Tarsius tarsier
621,Mammalia,Primates,Tarsiidae,Tarsius,tarsier,,125.188999999999993,1.500000000000000,Tangkoko-Dua Saudara (Sulawesi),Indonesia,,,,0.25,km2,156.000000000000000,ind/km2,Census,,big island,Tarsius tarsier
622,Mammalia,Rodentia,Cricetidae,Neotoma,bryanti,,-115.265000000000001,28.184999999999999,,Mexico,,,,NA,NA,140.000000000000000,ind/km2,Incomplete_counts,Calculation from indirect counts,big island,Neotoma bryanti
623,Mammalia,Rodentia,Cricetidae,Neotoma,lepida,latirostra,-111.250000000000000,25.785000000000000,Isla Danzante,Mexico,1976,,,NA,NA,350.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Neotoma lepida
624,Mammalia,Rodentia,Cricetidae,Neotoma,lepida,latirostra,-111.250000000000000,25.785000000000000,Isla Danzante,Mexico,1977,,,0.03,km2,270.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Neotoma lepida
625,Mammalia,Rodentia,Cricetidae,Peromyscus,keeni,,-135.217000000000013,57.700000000000003,Spruce floodplain (Kadashan River drainage of Island Chichagof),United States,1992,,,NA,NA,120.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Peromyscus keeni
626,Mammalia,Rodentia,Cricetidae,Peromyscus,keeni,,-135.217000000000013,57.700000000000003,Beaver pond (Kadashan River drainage of Island Chichagof; Alaska),United States,1992,,,NA,NA,1620.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Peromyscus keeni
627,Mammalia,Rodentia,Cricetidae,Peromyscus,keeni,,-135.217000000000013,57.700000000000003,Alder floodplain 1 (Kadashan River drainage of Island Chichagof; Alaska),United States,1992,,,NA,NA,1240.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Peromyscus keeni
628,Mammalia,Rodentia,Cricetidae,Peromyscus,keeni,,-135.217000000000013,57.700000000000003,Upland 1 (Kadashan River drainage of Island Chichagof,United States,1992,,,NA,NA,1730.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Peromyscus keeni
629,Mammalia,Rodentia,Cricetidae,Peromyscus,keeni,,-135.217000000000013,57.700000000000003,Upland 1 (Kadashan River drainage of Island Chichagof,United States,1993,,,NA,NA,310.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Peromyscus keeni
630,Mammalia,Rodentia,Cricetidae,Peromyscus,keeni,,-135.217000000000013,57.700000000000003,Alder floodplain 1 (Kadashan River drainage of Island Chichagof; Alaska),United States,1993,,,NA,NA,570.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Peromyscus keeni
631,Mammalia,Rodentia,Cricetidae,Peromyscus,keeni,,-135.217000000000013,57.700000000000003,Beaver pond (Kadashan River drainage of Island Chichagof; Alaska),United States,1993,,,NA,NA,380.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Peromyscus keeni
632,Mammalia,Rodentia,Cricetidae,Peromyscus,keeni,,-135.217000000000013,57.700000000000003,Spruce floodplain (Kadashan River drainage of Island Chichagof),United States,1993,,,NA,NA,210.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Peromyscus keeni
633,Mammalia,Rodentia,Cricetidae,Peromyscus,keeni,,-135.217000000000013,57.700000000000003,Upland 1 (Kadashan River drainage of Island Chichagof,United States,1994,,,NA,NA,2380.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Peromyscus keeni
634,Mammalia,Rodentia,Cricetidae,Peromyscus,keeni,,-135.217000000000013,57.700000000000003,Spruce floodplain 1 (Kadashan River drainage of Island Chichagof),United States,1994,,,NA,NA,2490.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Peromyscus keeni
635,Mammalia,Rodentia,Cricetidae,Peromyscus,keeni,,-135.217000000000013,57.700000000000003,Beaver pond (Kadashan River drainage of Island Chichagof; Alaska),United States,1994,,,NA,NA,5870.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Peromyscus keeni
636,Mammalia,Rodentia,Cricetidae,Peromyscus,keeni,,-135.217000000000013,57.700000000000003,Alder floodplain 2 (Kadashan River drainage of Island Chichagof; Alaska),United States,1994,,,NA,NA,1270.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Peromyscus keeni
637,Mammalia,Rodentia,Cricetidae,Peromyscus,keeni,,-135.217000000000013,57.700000000000003,Upland 1 (Kadashan River drainage of Island Chichagof,United States,1994,,,NA,NA,1440.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Peromyscus keeni
638,Mammalia,Rodentia,Cricetidae,Peromyscus,keeni,,-135.217000000000013,57.700000000000003,Alder floodplain 1 (Kadashan River drainage of Island Chichagof; Alaska),United States,1994,,,NA,NA,1170.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Peromyscus keeni
639,Mammalia,Rodentia,Cricetidae,Peromyscus,keeni,,-135.217000000000013,57.700000000000003,Spruce floodplain 2 (Kadashan River drainage of Island Chichagof),United States,1994,,,NA,NA,1670.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Peromyscus keeni
640,Mammalia,Rodentia,Cricetidae,Peromyscus,keeni,,-135.217000000000013,57.700000000000003,Spruce floodplain 2 (Kadashan River drainage of Island Chichagof),United States,1995,,,NA,NA,280.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Peromyscus keeni
641,Mammalia,Rodentia,Cricetidae,Peromyscus,keeni,,-135.217000000000013,57.700000000000003,Upland 1 (Kadashan River drainage of Island Chichagof,United States,1995,,,NA,NA,1890.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Peromyscus keeni
642,Mammalia,Rodentia,Cricetidae,Peromyscus,keeni,,-135.217000000000013,57.700000000000003,Beaver pond (Kadashan River drainage of Island Chichagof; Alaska),United States,1995,,,NA,NA,3800.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Peromyscus keeni
643,Mammalia,Rodentia,Cricetidae,Peromyscus,keeni,,-135.217000000000013,57.700000000000003,Alder floodplain 2 (Kadashan River drainage of Island Chichagof; Alaska),United States,1995,,,NA,NA,80.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Peromyscus keeni
644,Mammalia,Rodentia,Cricetidae,Peromyscus,keeni,,-135.217000000000013,57.700000000000003,Alder floodplain 1 (Kadashan River drainage of Island Chichagof; Alaska),United States,1995,,,NA,NA,550.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Peromyscus keeni
645,Mammalia,Rodentia,Cricetidae,Peromyscus,keeni,,-135.217000000000013,57.700000000000003,Spruce floodplain 1 (Kadashan River drainage of Island Chichagof),United States,1995,,,NA,NA,1540.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Peromyscus keeni
646,Mammalia,Rodentia,Cricetidae,Peromyscus,keeni,,-135.217000000000013,57.700000000000003,Upland 1 (Kadashan River drainage of Island Chichagof,United States,1995,,,NA,NA,880.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Peromyscus keeni
647,Mammalia,Rodentia,Cuniculidae,Cuniculus,paca,,-79.837777000000003,9.163611100000001,,Panama,,,,NA,NA,70.000000000000000,ind/km2,,,big island,Cuniculus paca
648,Mammalia,Rodentia,Cuniculidae,Cuniculus,paca,,-79.837777000000003,9.163611100000001,,Panama,,,,NA,NA,40.000000000000000,ind/km2,,,big island,Cuniculus paca
649,Mammalia,Rodentia,Echimyidae,Proechimys,guyannensis,,-61.250000000000000,10.500000000000000,,Trinidad & Tobago,1983-1984,,,NA,NA,1135.000000000000000,ind/km2,Mark_recapture,,big island,Proechimys guyannensis
650,Mammalia,Rodentia,Echimyidae,Proechimys,semispinosus,,-79.840000000000003,9.170000000000000,,Panama,1983-1984,,,NA,NA,845.000000000000000,ind/km2,Mark_recapture,,big island,Proechimys semispinosus
651,Mammalia,Rodentia,Gliridae,Glis,glis,,-0.710000000000000,51.770000000000003,Wendover Woods (Buckinghamshire),United Kingdom,1989,,Mature beech habitat,0.0349,km2,170.000000000000000,ind/km2,Incomplete_counts,Line Transect sampling,big island,Glis glis
652,Mammalia,Rodentia,Gliridae,Glis,glis,,-0.710000000000000,51.770000000000003,Wendover Woods (Buckinghamshire),United Kingdom,1989,,Mixed habitat (Norway spruce; pole-stage beech; elder),0.0167,km2,60.000000000000000,ind/km2,Incomplete_counts,Line Transect sampling,big island,Glis glis
653,Mammalia,Rodentia,Gliridae,Glis,glis,,-0.710000000000000,51.770000000000003,Wendover Woods (Buckinghamshire),United Kingdom,1989,,Pole-stage beech,0.0341,km2,180.000000000000000,ind/km2,Incomplete_counts,Line Transect sampling,big island,Glis glis
654,Mammalia,Rodentia,Muridae,Apomys,musculus,,123.382999999999996,13.667000000000000,,Philippines,1994,February-May,,0.0049,km2,880.000000000000000,ind/km2,Mark_recapture,Lincoln-Petersen,big island,Apomys musculus
655,Mammalia,Rodentia,Muridae,Archboldomys,luzonensis,,123.382999999999996,13.667000000000000,,Philippines,1994,February-May,,0.0049,km2,450.000000000000000,ind/km2,Mark_recapture,Lincoln-Petersen,big island,Archboldomys luzonensis
656,Mammalia,Rodentia,Muridae,Mus,musculus,,-155.550000000000011,19.835999999999999,,United States,1990,May,,7,km2,120.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Mus musculus
657,Mammalia,Rodentia,Muridae,Rattus,exulans,,-155.407000000000011,19.536999999999999,,United States,,,,NA,NA,12900.000000000000000,ind/km2,,,big island,Rattus exulans
658,Mammalia,Rodentia,Muridae,Rattus,rattus,,-155.550000000000011,19.835999999999999,,United States,1990,May,,7,km2,7.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Rattus rattus
659,Mammalia,Rodentia,Muridae,Rattus,rattus,,-6.666666667000000,57.883333329999999,,United Kingdom,1996,Summer,,NA,NA,3685.000000000000000,ind/km2,Mark_recapture,,big island,Rattus rattus
660,Mammalia,Rodentia,Muridae,Rattus,rattus,,-6.666666667000000,57.883333329999999,,United Kingdom,1996,Summer,,NA,NA,1955.000000000000000,ind/km2,Mark_recapture,,big island,Rattus rattus
661,Mammalia,Rodentia,Muridae,Rattus,rattus,,-6.666666667000000,57.883333329999999,,United Kingdom,1996,Summer,,NA,NA,1690.000000000000000,ind/km2,Mark_recapture,,big island,Rattus rattus
662,Mammalia,Rodentia,Muridae,Rattus,rattus,,174.969999999999999,-41.350000000000001,Orongorongo valley,New Zealand,2003,,,NA,NA,515.000000000000000,ind/km2,Mark_recapture,,big island,Rattus rattus
663,Mammalia,Rodentia,Muridae,Rattus,rattus,,174.969999999999999,-41.350000000000001,Orongorongo valley,New Zealand,2004,,,NA,NA,870.000000000000000,ind/km2,Mark_recapture,,big island,Rattus rattus
664,Mammalia,Rodentia,Sciuridae,Callosciurus,prevostii,,114.000000000000000,0.000000000000000,Barito Ulu (Central Kalimantan),Indonesia,1996-1997,October 1996 - September 1997,Lowland dipterocarp forest,NA,NA,14.600000000000000,ind/km2,Distance_sampling,,big island,Callosciurus prevostii
665,Mammalia,Rodentia,Sciuridae,Prosciurillus,murinus,,125.540000000000006,3.540000000000000,Sangihe Island,Indonesia,1998-1999,October 1998 - 28 February 1999,Secondary tropical forest,NA,NA,51.899999999999999,ind/km2,Distance_sampling,Variable circular plot surveys and DISTANCE analysis,big island,Prosciurillus murinus
666,Mammalia,Rodentia,Sciuridae,Prosciurillus,murinus,,125.540000000000006,3.540000000000000,Sangihe Island,Indonesia,1998-1999,October 1998 - 28 February 1999,Primary tropical forest,NA,NA,128.900000000000006,ind/km2,Distance_sampling,Variable circular plot surveys and DISTANCE analysis,big island,Prosciurillus murinus
